,pid,package,dayofstudy,loyalty,regularity,duration,duration_mean,duration_std,duration_min,duration_max,betweenlaunch_duration_mean,betweenlaunch_duration_std
494,1024,dailyfeats,46.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
495,1024,dailyfeats,47.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
496,1024,dailyfeats,48.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
497,1024,dailyfeats,49.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
498,1024,icope,31.0,2,2,14,7.0,3.0,5,9,67740.0,-1.0
499,1024,icope,20.0,1,1,88,88.0,0.0,88,88,-1.0,-1.0
500,1024,icope,21.0,1,1,40,40.0,0.0,40,40,-1.0,-1.0
501,1024,icope,23.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
502,1024,icope,30.0,1,1,9,9.0,0.0,9,9,-1.0,-1.0
503,1024,mantra,41.0,2,1,5,2.0,4.0,0,5,60.0,-1.0
504,1024,mantra,33.0,1,1,45,45.0,0.0,45,45,-1.0,-1.0
505,1024,mantra,35.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
506,1024,mantra,44.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
507,1024,messages,40.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
508,1024,messages,41.0,1,1,15,15.0,0.0,15,15,-1.0,-1.0
509,1024,messages,42.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
510,1024,messages,43.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
511,1024,messages,45.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
512,1024,messages,46.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
513,1024,messages,47.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
514,1024,messages,48.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
515,1024,messages,49.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
516,1024,moveme,26.0,1,1,39,39.0,0.0,39,39,-1.0,-1.0
517,1024,moveme,27.0,1,1,10,10.0,0.0,10,10,-1.0,-1.0
518,1024,moveme,28.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
519,1024,relax,31.0,10,2,537,54.0,43.0,12,133,7720.0,22553.0
520,1024,relax,30.0,4,2,151,38.0,43.0,0,78,15040.0,22593.0
521,1024,relax,37.0,2,1,11,6.0,8.0,0,11,120.0,-1.0
522,1024,relax,26.0,1,1,32,32.0,0.0,32,32,-1.0,-1.0
523,1024,relax,27.0,1,1,48,48.0,0.0,48,48,-1.0,-1.0
524,1024,relax,28.0,1,1,138,138.0,0.0,138,138,-1.0,-1.0
525,1024,slumbertime,43.0,3,2,6,2.0,3.0,0,6,8430.0,1230.0
526,1024,slumbertime,35.0,2,1,0,0.0,0.0,0,0,960.0,-1.0
527,1024,slumbertime,33.0,1,1,105,105.0,0.0,105,105,-1.0,-1.0
528,1024,slumbertime,44.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
529,1024,thoughtchallenger,40.0,1,1,12,12.0,0.0,12,12,-1.0,-1.0
530,1024,worryknot,13.0,1,1,32,32.0,0.0,32,32,-1.0,-1.0
531,1024,worryknot,17.0,1,1,30,30.0,0.0,30,30,-1.0,-1.0
532,1024,worryknot,20.0,1,1,15,15.0,0.0,15,15,-1.0,-1.0
533,1024,worryknot,25.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
534,1024,worryknot,27.0,1,1,28,28.0,0.0,28,28,-1.0,-1.0
535,1024,worryknot,31.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
536,1024,worryknot,40.0,1,1,20,20.0,0.0,20,20,-1.0,-1.0
537,1025,mantra,42.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
538,1025,mantra,47.0,1,1,26,26.0,0.0,26,26,-1.0,-1.0
539,1025,relax,2.0,5,1,93,19.0,13.0,0,34,195.0,150.0
540,1025,relax,37.0,3,1,181,60.0,20.0,40,79,270.0,127.0
541,1025,relax,41.0,3,1,48,16.0,4.0,13,21,120.0,-1.0
542,1025,relax,42.0,3,1,86,29.0,25.0,0,45,120.0,-1.0
543,1025,relax,10.0,1,1,26,26.0,0.0,26,26,-1.0,-1.0
544,1025,relax,16.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
545,1027,aspire,11.0,3,1,6,2.0,3.0,0,5,840.0,170.0
546,1027,aspire,32.0,3,2,6,2.0,3.0,0,6,690.0,806.0
547,1027,aspire,27.0,2,1,129,64.0,5.0,61,68,240.0,-1.0
548,1027,aspire,48.0,2,1,163,82.0,49.0,47,116,240.0,-1.0
549,1027,aspire,13.0,1,1,2,2.0,0.0,2,2,-1.0,-1.0
550,1027,aspire,14.0,1,1,37,37.0,0.0,37,37,-1.0,-1.0
551,1027,aspire,15.0,1,1,22,22.0,0.0,22,22,-1.0,-1.0
552,1027,aspire,19.0,1,1,51,51.0,0.0,51,51,-1.0,-1.0
553,1027,aspire,28.0,1,1,1,1.0,0.0,1,1,-1.0,-1.0
554,1027,boostme,7.0,2,1,184,92.0,105.0,18,166,120.0,-1.0
555,1027,boostme,11.0,2,1,261,130.0,70.0,81,180,5760.0,-1.0
556,1027,boostme,6.0,1,1,108,108.0,0.0,108,108,-1.0,-1.0
557,1027,boostme,8.0,1,1,40,40.0,0.0,40,40,-1.0,-1.0
558,1027,dailyfeats,13.0,1,1,90,90.0,0.0,90,90,-1.0,-1.0
559,1027,dailyfeats,14.0,1,1,94,94.0,0.0,94,94,-1.0,-1.0
560,1027,dailyfeats,20.0,1,1,53,53.0,0.0,53,53,-1.0,-1.0
561,1027,dailyfeats,29.0,1,1,122,122.0,0.0,122,122,-1.0,-1.0
562,1027,icope,20.0,3,1,160,53.0,66.0,6,129,270.0,297.0
563,1027,icope,8.0,1,1,54,54.0,0.0,54,54,-1.0,-1.0
564,1027,icope,11.0,1,1,170,170.0,0.0,170,170,-1.0,-1.0
565,1027,icope,14.0,1,1,161,161.0,0.0,161,161,-1.0,-1.0
566,1027,icope,15.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
567,1027,icope,44.0,1,1,2,2.0,0.0,2,2,-1.0,-1.0
568,1027,mantra,8.0,1,1,16,16.0,0.0,16,16,-1.0,-1.0
569,1027,mantra,20.0,1,1,53,53.0,0.0,53,53,-1.0,-1.0
570,1027,mantra,32.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
571,1027,messages,8.0,2,2,166,83.0,21.0,68,98,17280.0,-1.0
572,1027,messages,29.0,2,1,0,0.0,0.0,0,0,5520.0,-1.0
573,1027,messages,11.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
574,1027,messages,14.0,1,1,67,67.0,0.0,67,67,-1.0,-1.0
575,1027,messages,20.0,1,1,80,80.0,0.0,80,80,-1.0,-1.0
576,1027,messages,32.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
577,1027,messages,44.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
578,1027,moveme,14.0,2,1,213,106.0,28.0,87,126,240.0,-1.0
579,1027,moveme,20.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
580,1027,relax,38.0,4,1,34,8.0,13.0,0,27,300.0,262.0
581,1027,relax,11.0,3,1,96,32.0,15.0,18,47,90.0,42.0
582,1027,relax,44.0,2,1,48,24.0,4.0,21,27,120.0,-1.0
583,1027,relax,8.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
584,1027,relax,15.0,1,1,32,32.0,0.0,32,32,-1.0,-1.0
585,1027,relax,20.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
586,1027,relax,23.0,1,1,30,30.0,0.0,30,30,-1.0,-1.0
587,1027,slumbertime,13.0,2,1,36,18.0,18.0,5,31,120.0,-1.0
588,1027,slumbertime,14.0,1,1,21,21.0,0.0,21,21,-1.0,-1.0
589,1027,slumbertime,23.0,1,1,103,103.0,0.0,103,103,-1.0,-1.0
590,1027,slumbertime,32.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
591,1027,thoughtchallenger,20.0,2,1,132,66.0,69.0,17,115,60.0,-1.0
592,1027,thoughtchallenger,27.0,1,1,65,65.0,0.0,65,65,-1.0,-1.0
593,1027,worryknot,8.0,1,1,15,15.0,0.0,15,15,-1.0,-1.0
594,1027,worryknot,37.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
595,1029,dailyfeats,-3.0,3,2,122,41.0,43.0,0,86,16680.0,18668.0
596,1029,dailyfeats,-1.0,3,1,71,24.0,21.0,0,39,8880.0,12389.0
597,1029,dailyfeats,0.0,3,2,30,10.0,17.0,0,30,20100.0,18243.0
598,1029,dailyfeats,1.0,3,2,67,22.0,34.0,0,62,5760.0,7806.0
599,1029,dailyfeats,-2.0,2,1,18,9.0,13.0,0,18,2220.0,-1.0
600,1029,dailyfeats,2.0,2,2,72,36.0,51.0,0,72,9300.0,-1.0
601,1029,icope,2.0,8,3,424,53.0,54.0,3,143,4457.0,8915.0
602,1029,mantra,9.0,3,2,275,92.0,92.0,5,188,21210.0,19219.0
603,1029,mantra,10.0,1,1,101,101.0,0.0,101,101,-1.0,-1.0
604,1029,moveme,10.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
605,1029,moveme,11.0,1,1,45,45.0,0.0,45,45,-1.0,-1.0
606,1029,relax,3.0,15,2,352,23.0,27.0,0,82,2554.0,7049.0
607,1029,relax,4.0,15,3,445,30.0,25.0,0,92,2983.0,6951.0
608,1029,relax,5.0,6,2,119,20.0,23.0,0,55,1116.0,2064.0
609,1029,relax,10.0,5,1,156,31.0,28.0,3,68,225.0,172.0
610,1029,relax,8.0,4,1,75,19.0,15.0,0,34,340.0,211.0
611,1029,relax,2.0,3,1,115,38.0,51.0,0,96,1500.0,1697.0
612,1029,relax,9.0,2,2,43,22.0,8.0,16,27,38580.0,-1.0
613,1029,relax,6.0,1,1,9,9.0,0.0,9,9,-1.0,-1.0
614,1029,relax,7.0,1,1,25,25.0,0.0,25,25,-1.0,-1.0
615,1029,thoughtchallenger,2.0,6,2,129,22.0,27.0,2,74,6216.0,13263.0
616,1029,thoughtchallenger,1.0,3,1,180,60.0,7.0,56,68,360.0,170.0
617,1029,worryknot,4.0,6,1,269,45.0,35.0,5,88,1176.0,2261.0
618,1029,worryknot,6.0,6,1,130,22.0,26.0,0,68,120.0,42.0
619,1029,worryknot,8.0,5,1,247,49.0,68.0,0,163,2115.0,2118.0
620,1029,worryknot,7.0,4,1,190,48.0,75.0,0,159,180.0,104.0
621,1029,worryknot,3.0,2,2,60,30.0,20.0,16,44,240.0,-1.0
622,1029,worryknot,2.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
623,1029,worryknot,9.0,1,1,2,2.0,0.0,2,2,-1.0,-1.0
624,1035,aspire,30.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
625,1035,boostme,37.0,3,1,216,72.0,82.0,0,161,240.0,85.0
626,1035,dailyfeats,20.0,2,2,0,0.0,0.0,0,0,78840.0,-1.0
627,1035,dailyfeats,28.0,2,1,0,0.0,0.0,0,0,80100.0,-1.0
628,1035,dailyfeats,30.0,2,2,0,0.0,0.0,0,0,75900.0,-1.0
629,1035,dailyfeats,37.0,2,1,73,36.0,52.0,0,73,240.0,-1.0
630,1035,dailyfeats,44.0,2,2,0,0.0,0.0,0,0,75000.0,-1.0
631,1035,dailyfeats,17.0,1,1,51,51.0,0.0,51,51,-1.0,-1.0
632,1035,dailyfeats,18.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
633,1035,dailyfeats,19.0,1,1,28,28.0,0.0,28,28,-1.0,-1.0
634,1035,dailyfeats,21.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
635,1035,dailyfeats,22.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
636,1035,dailyfeats,24.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
637,1035,dailyfeats,26.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
638,1035,dailyfeats,31.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
639,1035,dailyfeats,32.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
640,1035,dailyfeats,40.0,1,1,7,7.0,0.0,7,7,-1.0,-1.0
641,1035,dailyfeats,45.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
642,1035,dailyfeats,46.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
643,1035,icope,-1.0,2,1,99,50.0,12.0,41,58,540.0,-1.0
644,1035,icope,22.0,2,1,7,4.0,5.0,0,7,60.0,-1.0
645,1035,icope,3.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
646,1035,icope,7.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
647,1035,icope,30.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
648,1035,icope,37.0,1,1,38,38.0,0.0,38,38,-1.0,-1.0
649,1035,mantra,30.0,2,2,36,18.0,25.0,0,36,19740.0,-1.0
650,1035,mantra,29.0,1,1,17,17.0,0.0,17,17,-1.0,-1.0
651,1035,mantra,37.0,1,1,69,69.0,0.0,69,69,-1.0,-1.0
652,1035,messages,45.0,5,3,0,0.0,0.0,0,0,16875.0,14434.0
653,1035,messages,46.0,5,3,0,0.0,0.0,0,0,19650.0,14018.0
654,1035,messages,44.0,4,3,0,0.0,0.0,0,0,24280.0,16229.0
655,1035,messages,47.0,3,2,0,0.0,0.0,0,0,10050.0,1739.0
656,1035,messages,34.0,2,2,166,83.0,117.0,0,166,22200.0,-1.0
657,1035,messages,43.0,2,1,19,10.0,13.0,0,19,12600.0,-1.0
658,1035,messages,30.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
659,1035,messages,31.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
660,1035,messages,32.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
661,1035,messages,33.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
662,1035,moveme,28.0,5,1,148,30.0,24.0,1,58,345.0,198.0
663,1035,moveme,30.0,3,1,70,23.0,24.0,0,47,870.0,467.0
664,1035,moveme,33.0,1,1,20,20.0,0.0,20,20,-1.0,-1.0
665,1035,moveme,45.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
666,1035,relax,19.0,5,2,24,5.0,7.0,0,14,9195.0,16274.0
667,1035,relax,2.0,4,3,100,25.0,25.0,0,47,15220.0,13006.0
668,1035,relax,7.0,4,1,170,42.0,30.0,0,67,660.0,626.0
669,1035,relax,-1.0,3,1,109,36.0,33.0,0,65,180.0,170.0
670,1035,relax,0.0,3,2,55,18.0,16.0,3,35,9930.0,13704.0
671,1035,relax,9.0,3,1,35,12.0,19.0,0,34,120.0,-1.0
672,1035,relax,20.0,2,1,46,23.0,18.0,10,36,300.0,-1.0
673,1035,relax,5.0,1,1,8,8.0,0.0,8,8,-1.0,-1.0
674,1035,relax,24.0,1,1,119,119.0,0.0,119,119,-1.0,-1.0
675,1035,relax,29.0,1,1,57,57.0,0.0,57,57,-1.0,-1.0
676,1035,relax,45.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
677,1035,slumbertime,17.0,4,2,50,12.0,16.0,0,34,12420.0,21252.0
678,1035,slumbertime,8.0,2,1,18,9.0,13.0,0,18,120.0,-1.0
679,1035,slumbertime,30.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
680,1035,socialforce,37.0,1,1,59,59.0,0.0,59,59,-1.0,-1.0
681,1035,thoughtchallenger,37.0,1,1,38,38.0,0.0,38,38,-1.0,-1.0
682,1035,worryknot,9.0,3,1,134,45.0,31.0,18,79,120.0,85.0
683,1035,worryknot,6.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
684,1036,icope,23.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
685,1036,icope,24.0,1,1,137,137.0,0.0,137,137,-1.0,-1.0
686,1036,icope,29.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
687,1036,slumbertime,21.0,6,1,258,43.0,25.0,11,71,144.0,33.0
688,1036,slumbertime,20.0,4,2,28,7.0,13.0,0,27,18460.0,31455.0
689,1036,slumbertime,19.0,3,1,209,70.0,22.0,44,83,390.0,127.0
690,1036,slumbertime,23.0,2,1,138,69.0,16.0,58,80,300.0,-1.0
691,1036,worryknot,26.0,8,2,241,30.0,27.0,0,73,557.0,1106.0
692,1036,worryknot,27.0,1,1,46,46.0,0.0,46,46,-1.0,-1.0
693,1036,worryknot,28.0,1,1,42,42.0,0.0,42,42,-1.0,-1.0
694,1036,worryknot,32.0,1,1,148,148.0,0.0,148,148,-1.0,-1.0
695,1036,worryknot,33.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
696,1036,worryknot,34.0,1,1,7,7.0,0.0,7,7,-1.0,-1.0
697,1036,worryknot,39.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
698,1036,worryknot,48.0,1,1,12,12.0,0.0,12,12,-1.0,-1.0
699,1040,mantra,10.0,5,2,90,18.0,24.0,0,59,6120.0,7297.0
700,1040,mantra,11.0,5,3,229,46.0,55.0,5,143,12255.0,13530.0
701,1040,mantra,9.0,3,1,175,58.0,83.0,7,154,1230.0,1570.0
702,1040,mantra,13.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
703,1040,thoughtchallenger,11.0,6,1,252,42.0,25.0,4,79,144.0,68.0
704,1040,thoughtchallenger,16.0,5,1,54,11.0,14.0,0,32,120.0,49.0
705,1040,thoughtchallenger,10.0,3,1,74,25.0,43.0,0,74,4830.0,6491.0
706,1040,thoughtchallenger,17.0,3,1,220,73.0,42.0,40,121,540.0,679.0
707,1040,thoughtchallenger,26.0,3,1,120,40.0,30.0,5,58,2820.0,2546.0
708,1040,thoughtchallenger,31.0,3,2,115,38.0,35.0,16,79,9870.0,13534.0
709,1040,thoughtchallenger,33.0,3,1,106,35.0,61.0,0,106,90.0,42.0
710,1040,thoughtchallenger,13.0,1,1,8,8.0,0.0,8,8,-1.0,-1.0
711,1040,thoughtchallenger,25.0,1,1,152,152.0,0.0,152,152,-1.0,-1.0
712,1040,thoughtchallenger,34.0,1,1,64,64.0,0.0,64,64,-1.0,-1.0
713,1045,mantra,5.0,3,3,81,27.0,28.0,0,56,16620.0,15274.0
714,1045,mantra,4.0,2,1,19,10.0,1.0,9,10,300.0,-1.0
715,1045,mantra,6.0,1,1,25,25.0,0.0,25,25,-1.0,-1.0
716,1045,messages,5.0,9,3,129,14.0,31.0,0,94,9458.0,13237.0
717,1045,messages,4.0,3,2,132,44.0,76.0,0,132,10800.0,-1.0
718,1045,messages,6.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
719,1045,slumbertime,5.0,5,1,110,22.0,29.0,0,67,240.0,202.0
720,1051,aspire,0.0,3,1,121,40.0,66.0,0,117,390.0,127.0
721,1051,moveme,17.0,3,1,30,10.0,16.0,0,29,120.0,85.0
722,1051,moveme,16.0,2,1,21,10.0,15.0,0,21,60.0,-1.0
723,1051,relax,6.0,4,1,35,9.0,16.0,0,33,1760.0,2789.0
724,1051,relax,11.0,3,1,48,16.0,14.0,0,24,1890.0,2079.0
725,1051,relax,5.0,2,1,43,22.0,5.0,18,25,300.0,-1.0
726,1051,relax,0.0,1,1,43,43.0,0.0,43,43,-1.0,-1.0
727,1051,relax,4.0,1,1,10,10.0,0.0,10,10,-1.0,-1.0
728,1051,relax,7.0,1,1,23,23.0,0.0,23,23,-1.0,-1.0
729,1051,relax,10.0,1,1,9,9.0,0.0,9,9,-1.0,-1.0
730,1051,relax,14.0,1,1,13,13.0,0.0,13,13,-1.0,-1.0
731,1051,slumbertime,5.0,3,1,73,24.0,11.0,15,37,150.0,42.0
732,1051,slumbertime,7.0,3,1,59,20.0,33.0,0,58,60.0,-1.0
733,1051,slumbertime,9.0,2,1,47,24.0,33.0,0,47,120.0,-1.0
734,1051,slumbertime,0.0,1,1,77,77.0,0.0,77,77,-1.0,-1.0
735,1051,slumbertime,4.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
736,1051,slumbertime,8.0,1,1,3,3.0,0.0,3,3,-1.0,-1.0
737,1051,slumbertime,10.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
738,1051,slumbertime,11.0,1,1,38,38.0,0.0,38,38,-1.0,-1.0
739,1051,slumbertime,13.0,1,1,42,42.0,0.0,42,42,-1.0,-1.0
740,1051,slumbertime,14.0,1,1,36,36.0,0.0,36,36,-1.0,-1.0
741,1051,slumbertime,15.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
742,1051,slumbertime,16.0,1,1,37,37.0,0.0,37,37,-1.0,-1.0
743,1051,slumbertime,17.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
744,1051,thoughtchallenger,14.0,2,1,52,26.0,6.0,22,30,420.0,-1.0
745,1051,thoughtchallenger,5.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
746,1051,thoughtchallenger,11.0,1,1,45,45.0,0.0,45,45,-1.0,-1.0
747,1051,worryknot,17.0,1,1,62,62.0,0.0,62,62,-1.0,-1.0
